Distance Matrix:
13.623468, 16.894181, 35.416097, 29.830847, 18.001113, 20.404139, 37.015983, 17.208906, 24.858399, 18.663255
16.756106, 19.862031, 42.618712, 36.766851, 20.635308, 23.486361, 42.806603, 20.291832, 29.333085, 23.061245
23.690296, 9.378137, 6.713202, 8.273464, 15.360222, 10.999992, 7.868965, 20.481881, 6.189577, 15.576168
19.550554, 8.479072, 9.160604, 8.693429, 14.059827, 9.801515, 10.951743, 18.517474, 6.016662, 17.292825
29.515576, 41.856074, 72.736840, 65.628626, 32.892012, 41.881883, 74.496784, 34.009670, 54.583826, 36.573862
24.181968, 26.014026, 48.587899, 43.711376, 22.689300, 27.565254, 49.815108, 21.465127, 34.509625, 27.232655
28.072769, 24.595633, 23.303530, 22.877185, 26.327906, 23.849410, 20.054749, 23.751315, 21.223848, 27.162634
18.612482, 20.378549, 36.033982, 32.069825, 17.418710, 21.135700, 34.759727, 17.251267, 25.789506, 23.133712
14.672397, 8.194003, 11.608344, 9.743474, 8.724178, 5.027981, 12.470769, 15.656659, 6.793523, 14.885104
10.936115, 10.207346, 27.555725, 22.157706, 13.347688, 13.973319, 19.860654, 12.337438, 13.972532, 11.070786
36.269806, 47.093679, 77.033894, 68.943867, 42.900395, 50.703658, 65.471014, 41.984496, 57.052081, 37.004060
23.550493, 24.038976, 37.148929, 33.403988, 20.312707, 23.329564, 42.299716, 24.412083, 31.214885, 28.556601
15.545355, 16.321091, 29.891617, 22.989177, 10.059048, 15.195686, 34.831198, 15.798086, 19.999325, 18.598372
44.611191, 58.893364, 91.999801, 83.956290, 52.028545, 58.879238, 77.391305, 49.647204, 65.531461, 48.715016
18.100562, 14.855030, 25.110138, 20.004758, 8.902416, 11.975722, 31.044599, 16.410707, 16.135522, 20.688276
26.842017, 27.363243, 42.090327, 37.953154, 20.113637, 23.353265, 44.288892, 24.889112, 31.947365, 28.342880
18.942902, 14.657192, 19.078553, 15.295842, 13.307092, 13.497761, 20.136386, 20.501860, 12.308837, 19.878317
30.220087, 35.806751, 60.828908, 54.896281, 28.133165, 37.388309, 52.957762, 28.627183, 42.792922, 28.960008
35.376361, 49.372271, 86.018579, 77.722758, 37.615597, 50.649291, 78.100551, 39.379625, 59.522158, 43.747490
25.399372, 25.351292, 44.715935, 40.476799, 22.234234, 27.303947, 42.136054, 26.928379, 32.666120, 23.137970
313.359294, 415.066726, 563.989655, 534.500989, 376.441517, 424.066400, 516.834641, 353.805272, 463.017791, 336.524735
155.969578, 199.564328, 257.995070, 249.413883, 169.108391, 186.007421, 247.646051, 159.569764, 217.538428, 162.618103
284.575006, 371.124501, 485.760877, 454.551938, 329.782043, 371.768047, 500.316057, 310.335975, 420.891255, 315.833429
241.017560, 321.337762, 465.536144, 433.759656, 277.521574, 323.017822, 453.248150, 262.977177, 379.147378, 281.798672
92.123295, 125.791911, 160.305665, 149.747397, 105.451626, 118.022810, 151.784252, 96.391523, 126.107114, 104.752572
130.116320, 163.281036, 225.664003, 214.287234, 145.632876, 164.003205, 207.912489, 140.185064, 184.509268, 131.084921
31.947656, 28.679479, 25.380514, 28.532690, 31.046469, 27.576443, 24.260309, 29.727530, 28.968089, 33.957156
172.938835, 237.047528, 331.268177, 310.671067, 219.542763, 245.958023, 295.483176, 197.273790, 275.722168, 188.474390
240.878553, 318.030245, 435.921194, 415.968635, 302.988066, 332.847610, 391.114906, 272.904840, 360.608276, 249.387407
142.973671, 192.180426, 288.688706, 270.608324, 176.766827, 200.097774, 258.668264, 160.553248, 231.052513, 150.309507
13.421124, 12.140559, 26.961575, 23.468261, 12.664376, 12.727556, 16.913377, 14.396694, 13.214766, 12.609365
15.679468, 9.259928, 14.901249, 12.278090, 7.083569, 7.781991, 15.459649, 14.512548, 7.946317, 15.376612
27.423387, 10.519640, 4.530936, 5.883250, 14.473549, 9.411645, 6.443438, 25.191434, 3.859844, 25.700680
22.946181, 11.022977, 10.127922, 7.888235, 11.088171, 10.241497, 18.550826, 19.164352, 9.692086, 27.766069
15.450890, 8.755443, 13.657568, 11.478138, 6.182503, 6.785732, 17.042504, 11.518834, 7.957330, 16.655696
21.920919, 19.623207, 28.449263, 26.720724, 15.940493, 15.767901, 30.484705, 17.431035, 19.320115, 24.811340
37.824199, 15.802609, 4.050670, 8.672518, 21.022054, 12.511218, 5.209863, 33.812543, 5.616608, 36.440787
19.561466, 17.625686, 23.861357, 23.417056, 11.468939, 12.554046, 24.001124, 16.209474, 14.648396, 18.114139
21.708032, 9.366991, 7.996656, 5.421448, 10.057989, 7.618864, 9.973298, 19.613008, 4.158921, 18.641494
15.436172, 9.449468, 15.200862, 13.317231, 10.197508, 7.936940, 10.056880, 16.154416, 6.048326, 11.826747

Confusion Matrix:
3, 1, 0, 0, 0, 0, 0, 0, 0, 0
2, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 0, 0, 1, 0, 0, 0, 2, 0
2, 0, 0, 1, 0, 0, 0, 0, 1, 0
2, 0, 0, 0, 2, 0, 0, 0, 0, 0
1, 0, 0, 0, 1, 1, 0, 1, 0, 0
0, 0, 1, 0, 0, 0, 2, 0, 1, 0
1, 0, 0, 0, 2, 0, 0, 1, 0, 0
2, 0, 0, 0, 0, 1, 0, 0, 1, 0
1, 1, 0, 0, 1, 0, 0, 0, 1, 0

Accuracy:
0.2750
